split,entity,prompt,position,token_id,token_text
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",7,11523, introduced
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",13,12850, matters
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",4,11,","
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",12,432, it
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",14,13,.
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",10,11247, explained
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",5,279, the
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",2,24017, classroom
train,Titanic,"In a classroom lesson, the teacher introduced Titanic and explained why it matters.",8,88762, Titanic
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",11,8038, science
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",9,53142, geography
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",5,979, when
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",15,13,.
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",7,7674, culture
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",1,3545, often
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",13,476, or
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",4,65781, Odyssey
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",3,576, The
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",6,24392, discussing
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",14,3840, history
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",2,6286, mention
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",12,11,","
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",8,11,","
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",10,11,","
train,The Odyssey,"Researchers often mention The Odyssey when discussing culture, geography, science, or history.",0,59110,Researchers
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,0,8706,Background
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,16,13,.
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,8,7952, appears
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,7,429, that
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,5,264, a
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,12,323, and
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,14,6540, knowledge
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,10,5785, reference
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,13,4586, general
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,2,576, The
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,11,6467, books
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,9,304, in
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,4,374, is
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,1,25,:
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,6,3832, subject
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,3,54283, Renaissance
train,The Renaissance,Background: The Renaissance is a subject that appears in reference books and general knowledge tests.,15,7032, tests
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",13,13,.
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",4,38172, Parks
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",7,3840, history
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",2,911, about
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",5,2924, include
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",11,323, and
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",12,10173, influence
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",9,2266, context
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",10,11,","
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",1,13064, facts
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",0,52280,Important
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",6,1181, its
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",3,46830, Rosa
train,Rosa Parks,"Important facts about Rosa Parks include its history, context, and influence.",8,11,","
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",5,24392, discussing
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",7,11,","
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",0,59110,Researchers
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",10,8038, science
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",1,3545, often
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",6,7674, culture
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",8,53142, geography
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",3,22415, Moscow
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",13,3840, history
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",14,13,.
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",11,11,","
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",2,6286, mention
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",4,979, when
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",9,11,","
train,Moscow,"Researchers often mention Moscow when discussing culture, geography, science, or history.",12,476, or
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,10,323, and
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,1,2805, short
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,3,2727, says
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,8,65252, recognizable
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,2,14311, paragraph
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,0,32,A
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,11,5815, associated
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,13,13,.
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,12,4008, description
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,6,702, has
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,5,37741, Amsterdam
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,7,264, a
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,4,429, that
train,Amsterdam,A short paragraph says that Amsterdam has a recognizable name and associated description.,9,829, name
train,India,A short paragraph says that India has a recognizable name and associated description.,7,264, a
train,India,A short paragraph says that India has a recognizable name and associated description.,5,6747, India
train,India,A short paragraph says that India has a recognizable name and associated description.,4,429, that
train,India,A short paragraph says that India has a recognizable name and associated description.,1,2805, short
train,India,A short paragraph says that India has a recognizable name and associated description.,3,2727, says
train,India,A short paragraph says that India has a recognizable name and associated description.,6,702, has
train,India,A short paragraph says that India has a recognizable name and associated description.,11,5815, associated
train,India,A short paragraph says that India has a recognizable name and associated description.,8,65252, recognizable
train,India,A short paragraph says that India has a recognizable name and associated description.,9,829, name
train,India,A short paragraph says that India has a recognizable name and associated description.,12,4008, description
train,India,A short paragraph says that India has a recognizable name and associated description.,0,32,A
train,India,A short paragraph says that India has a recognizable name and associated description.,13,13,.
train,India,A short paragraph says that India has a recognizable name and associated description.,10,323, and
train,India,A short paragraph says that India has a recognizable name and associated description.,2,14311, paragraph
train,Morocco,The topic is Morocco.,1,8544, topic
train,Morocco,The topic is Morocco.,4,13,.
train,Morocco,The topic is Morocco.,3,58130, Morocco
train,Morocco,The topic is Morocco.,0,785,The
train,Morocco,The topic is Morocco.,2,374, is
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,3,315, of
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,0,785,The
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,2,50106, Joan
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,11,14590, surrounding
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,14,13,.
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,8,20628, neutral
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,6,304, in
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,4,19689, Arc
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,5,7952, appears
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,7,264, a
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,10,448, with
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,12,13954, generic
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,13,2266, context
train,Joan of Arc,The phrase Joan of Arc appears in a neutral document with surrounding generic context.,9,2197, document
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",1,264, a
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",11,9814, brief
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",10,264, a
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",7,387, be
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",13,4008, description
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",5,15948, Brazil
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",9,504, from
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",3,29989, clue
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",12,59901, factual
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",0,2461,For
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",4,11,","
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",6,1035, would
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",8,10820, identified
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",14,13,.
train,Brazil,"For a quiz clue, Brazil would be identified from a brief factual description.",2,27124, quiz
train,Albert Einstein,The topic is Albert Einstein.,2,374, is
train,Albert Einstein,The topic is Albert Einstein.,0,785,The
train,Albert Einstein,The topic is Albert Einstein.,1,8544, topic
train,Albert Einstein,The topic is Albert Einstein.,5,13,.
train,Albert Einstein,The topic is Albert Einstein.,3,17513, Albert
train,Albert Einstein,The topic is Albert Einstein.,4,54052, Einstein
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",6,7674, culture
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",9,11,","
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",8,53142, geography
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",0,59110,Researchers
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",3,37047, Shanghai
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",2,6286, mention
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",7,11,","
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",4,979, when
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",5,24392, discussing
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",13,3840, history
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",14,13,.
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",12,476, or
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",10,8038, science
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",11,11,","
train,Shanghai,"Researchers often mention Shanghai when discussing culture, geography, science, or history.",1,3545, often
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,12,323, and
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,9,304, in
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,6,3832, subject
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,14,6540, knowledge
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,4,374, is
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,3,42186, Desert
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,7,429, that
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,10,5785, reference
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,1,25,:
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,13,4586, general
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,0,8706,Background
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,11,6467, books
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,15,7032, tests
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,5,264, a
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,16,13,.
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,8,7952, appears
train,Sahara Desert,Background: Sahara Desert is a subject that appears in reference books and general knowledge tests.,2,87978, Sahara
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",14,13,.
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",4,979, when
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",13,3840, history
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",8,53142, geography
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",10,8038, science
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",6,7674, culture
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",0,59110,Researchers
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",9,11,","
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",11,11,","
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",2,6286, mention
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",3,81022, Kyoto
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",5,24392, discussing
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",7,11,","
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",12,476, or
train,Kyoto,"Researchers often mention Kyoto when discussing culture, geography, science, or history.",1,3545, often
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",15,13,.
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",6,29026, mechanics
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",11,264, a
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",10,504, from
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",1,264, a
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",8,387, be
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",5,55313, Quantum
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",7,1035, would
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",9,10820, identified
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",0,2461,For
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",13,59901, factual
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",2,27124, quiz
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",12,9814, brief
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",14,4008, description
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",4,11,","
train,Quantum mechanics,"For a quiz clue, Quantum mechanics would be identified from a brief factual description.",3,29989, clue
train,Argentina,A concise encyclopedia entry about Argentina.,5,31064, Argentina
train,Argentina,A concise encyclopedia entry about Argentina.,2,82608, encyclopedia
train,Argentina,A concise encyclopedia entry about Argentina.,1,63594, concise
train,Argentina,A concise encyclopedia entry about Argentina.,4,911, about
train,Argentina,A concise encyclopedia entry about Argentina.,6,13,.
train,Argentina,A concise encyclopedia entry about Argentina.,0,32,A
train,Argentina,A concise encyclopedia entry about Argentina.,3,4343, entry
train,Sony,A concise encyclopedia entry about Sony.,0,32,A
train,Sony,A concise encyclopedia entry about Sony.,3,4343, entry
train,Sony,A concise encyclopedia entry about Sony.,2,82608, encyclopedia
train,Sony,A concise encyclopedia entry about Sony.,5,20864, Sony
train,Sony,A concise encyclopedia entry about Sony.,6,13,.
train,Sony,A concise encyclopedia entry about Sony.,4,911, about
train,Sony,A concise encyclopedia entry about Sony.,1,63594, concise
train,Amazon,A concise encyclopedia entry about Amazon.,6,13,.
train,Amazon,A concise encyclopedia entry about Amazon.,2,82608, encyclopedia
train,Amazon,A concise encyclopedia entry about Amazon.,3,4343, entry
train,Amazon,A concise encyclopedia entry about Amazon.,1,63594, concise
train,Amazon,A concise encyclopedia entry about Amazon.,0,32,A
train,Amazon,A concise encyclopedia entry about Amazon.,5,8176, Amazon
train,Amazon,A concise encyclopedia entry about Amazon.,4,911, about
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,0,785,The
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,11,13954, generic
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,3,19140, Nations
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,5,304, in
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,9,448, with
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,2,3639, United
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,13,13,.
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,1,17133, phrase
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,12,2266, context
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,10,14590, surrounding
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,4,7952, appears
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,8,2197, document
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,6,264, a
train,United Nations,The phrase United Nations appears in a neutral document with surrounding generic context.,7,20628, neutral
train,Mexico,"Important facts about Mexico include its history, context, and influence.",9,11,","
train,Mexico,"Important facts about Mexico include its history, context, and influence.",8,2266, context
train,Mexico,"Important facts about Mexico include its history, context, and influence.",0,52280,Important
train,Mexico,"Important facts about Mexico include its history, context, and influence.",1,13064, facts
train,Mexico,"Important facts about Mexico include its history, context, and influence.",5,1181, its
train,Mexico,"Important facts about Mexico include its history, context, and influence.",2,911, about
train,Mexico,"Important facts about Mexico include its history, context, and influence.",7,11,","
train,Mexico,"Important facts about Mexico include its history, context, and influence.",4,2924, include
train,Mexico,"Important facts about Mexico include its history, context, and influence.",11,10173, influence
train,Mexico,"Important facts about Mexico include its history, context, and influence.",6,3840, history
train,Mexico,"Important facts about Mexico include its history, context, and influence.",12,13,.
train,Mexico,"Important facts about Mexico include its history, context, and influence.",10,323, and
train,Mexico,"Important facts about Mexico include its history, context, and influence.",3,12270, Mexico
train,BMW,BMW,0,97636,BMW
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,2,576, The
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,12,323, and
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,15,7032, tests
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,13,4586, general
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,10,5785, reference
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,5,264, a
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,14,6540, knowledge
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,0,8706,Background
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,7,429, that
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,11,6467, books
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,1,25,:
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,9,304, in
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,4,374, is
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,3,11631, Matrix
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,16,13,.
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,6,3832, subject
train,The Matrix,Background: The Matrix is a subject that appears in reference books and general knowledge tests.,8,7952, appears
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,12,323, and
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,3,2727, says
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,5,50106, Joan
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,7,19689, Arc
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,0,32,A
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,14,4008, description
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,13,5815, associated
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,10,65252, recognizable
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,4,429, that
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,1,2805, short
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,9,264, a
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,8,702, has
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,15,13,.
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,6,315, of
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,2,14311, paragraph
train,Joan of Arc,A short paragraph says that Joan of Arc has a recognizable name and associated description.,11,829, name
train,Hong Kong,The topic is Hong Kong.,3,19180, Hong
train,Hong Kong,The topic is Hong Kong.,0,785,The
train,Hong Kong,The topic is Hong Kong.,5,13,.
train,Hong Kong,The topic is Hong Kong.,4,18211, Kong
train,Hong Kong,The topic is Hong Kong.,1,8544, topic
train,Hong Kong,The topic is Hong Kong.,2,374, is
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,2,52763, Pablo
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,9,448, with
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,12,2266, context
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,10,14590, surrounding
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,4,7952, appears
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,8,2197, document
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,0,785,The
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,3,66183, Picasso
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,6,264, a
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,11,13954, generic
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,13,13,.
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,7,20628, neutral
train,Pablo Picasso,The phrase Pablo Picasso appears in a neutral document with surrounding generic context.,5,304, in
train,Spain,The topic is Spain.,3,17689, Spain
train,Spain,The topic is Spain.,4,13,.
train,Spain,The topic is Spain.,2,374, is
train,Spain,The topic is Spain.,0,785,The
train,Spain,The topic is Spain.,1,8544, topic
train,Brazil,Brazil,0,67199,Brazil
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,3,29026, mechanics
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,6,264, a
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,9,448, with
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,12,2266, context
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,0,785,The
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,5,304, in
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,13,13,.
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,10,14590, surrounding
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,7,20628, neutral
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,4,7952, appears
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,2,55313, Quantum
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,11,13954, generic
train,Quantum mechanics,The phrase Quantum mechanics appears in a neutral document with surrounding generic context.,8,2197, document
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,10,323, and
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,2,14311, paragraph
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,5,12914, JavaScript
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,7,264, a
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,4,429, that
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,3,2727, says
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,1,2805, short
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,0,32,A
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,9,829, name
